"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TMAX","TMIN","TOBS"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-05","0.00","11","-10","-7"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-06","0.00","7","-13","-5"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-07","0.00","10","-8","-3"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-08","0.00","19","-6","2"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-09","0.00","13","-5","0"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-10","0.00","34","-1","18"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-11","0.00","22","12","20"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-12","0.00","23","14","20"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-13","0.00","23","14","15"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-14","0.00","30","14","21"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-15","0.00","22","9","11"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-16","0.00","19","7","16"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-17","0.00","29","11","28"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-18","0.00","30","11","11"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-19","0.00","13","3","3"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-20","0.00","13","2","3"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-21","0.00","3","-12","-10"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-22","0.00","8","-11","7"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-23","0.00","14","3","6"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-24","0.01","34","3","20"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-25","0.00","26","12","24"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-26","0.00","25","14","22"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-27","0.00","31","19","19"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-28","0.00","25","17","19"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-29","0.00","26","15","19"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-11-30","0.00","21","13","14"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-01","0.00","14","7","7"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-02","0.00","8","1","4"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-03","0.00","6","-4","-4"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-04","0.00","2","-5","0"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-05","0.00","1","-15","-11"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-06","0.05","-3","-11","-5"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-07","0.00","10","-15","8"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-08","0.00","9","-9","-8"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-09","0.02","0","-7","0"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-10","0.03","-1","-10","-8"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-11","0.00","-6","-17","-6"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-12","0.01","-5","-13","-12"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-13","0.00","10","-12","-5"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-14","0.00","10","-13","2"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-15","0.00","27","1","23"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-16","0.05","27","5","27"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-17","0.02","31","4","24"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-18","0.00","29","23","27"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-19","0.00","30","12","12"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-20","0.00","14","2","9"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-21","0.00","33","9","32"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-22","0.05","35","27","27"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-23","0.00","27","13","20"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-24","0.00","20","10","17"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-25","0.00","28","12","14"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-26","0.00","30","9","11"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-27","0.05","13","-2","-2"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-28","0.05","3","-2","0"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-29","0.00","13","-9","-9"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-30","0.00","-4","-14","-4"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1953-12-31","0.05","-3","-10","-7"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-01","0.06","-4","-10","-10"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-02","0.00","-10","-32","-32"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-03","0.00","-27","-35","-28"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-04","0.00","-28","-32","-31"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-05","0.00","4","-32","4"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-06","0.00","10","-12","10"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-07","0.00","21","8","21"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-08","0.05","25","6","6"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-09","0.15","8","-3","4"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-10","0.60","7","-14","-5"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-11","0.10","0","-5","-4"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-12","0.02","1","-9","1"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-13","0.00","5","-3","-2"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-14","0.00","2","-5","-2"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-15","0.06","21","-2","18"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-16","0.00","18","-5","-5"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-17","0.00","3","-5","-3"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-18","0.04","22","-5","17"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-19","0.01","17","8","17"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-20","0.00","17","-6","-5"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-21","0.00","17","-5","-5"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-22","0.00","12","-8","2"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-23","0.15","18","-3","11"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-24","0.00","16","-1","12"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-25","0.00","11","-10","-10"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-26","0.00","-8","-25","-25"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-27","0.00","-24","-37","-33"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-28","0.00","-20","-38","-23"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-29","0.00","-14","-25","-24"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-30","0.05","-21","-32","-24"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-01-31","0.03","13","-24","13"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-01","0.15","16","-12","-11"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-02","0.00","-4","-18","-4"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-03","0.04","18","-4","-2"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-04","0.00","25","-9","23"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-05","0.00","41","20","37"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-06","0.00","37","24","24"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-07","0.01","26","10","13"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-08","0.00","18","12","13"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-09","0.00","18","0","0"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-10","0.00","4","-13","-3"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-11","0.00","12","-3","7"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-12","0.00","11","-5","-5"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-13","0.00","-3","-23","-13"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-14","0.00","-11","-32","-20"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-15","0.00","-6","-28","-17"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-16","0.00","-5","-26","-15"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-17","0.00","-10","-32","-21"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-18","0.00","0","-30","-9"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-19","0.00","-5","-27","-16"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-20","0.00","-8","-26","-17"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-21","0.00","-10","-29","-18"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-22","0.00","-7","-31","-18"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-23","0.00","-9","-31","-17"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-24","0.02","-12","-23","-21"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-25","0.00","-20","-31","-27"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-26","0.00","-11","-39","-19"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-27","0.00","-3","-31","-12"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-02-28","0.00","13","-24","11"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-01","0.00","29","10","29"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-02","0.05","29","22","24"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-03","0.10","24","10","11"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-04","0.01","15","-8","13"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-05","0.00","29","9","17"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-06","0.06","25","4","9"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-07","0.01","11","4","7"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-08","0.00","25","-14","20"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-09","0.00","32","9","29"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-10","0.00","29","-14","20"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-11","0.00","32","9","29"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-12","0.00","30","12","22"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-13","0.04","22","2","2"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-14","0.00","22","-16","15"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-15","0.00","23","7","20"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-16","0.02","22","12","12"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-17","0.00","13","-11","8"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-18","0.00","16","-18","12"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-19","0.00","25","8","23"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-20","0.00","33","22","28"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-21","0.01","28","19","26"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-22","0.01","26","10","22"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-23","0.00","31","2","21"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-24","0.00","38","9","36"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-25","0.00","37","6","35"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-26","0.00","44","9","41"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-27","0.00","46","12","42"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-28","0.00","49","14","46"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-29","0.00","48","23","40"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-30","0.00","40","13","40"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-03-31","0.00","45","10","40"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-01","0.00","40","17","37"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-02","0.00","39","10","38"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-03","0.00","38","16","35"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-04","0.00","35",,"28"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-05","0.20","28","17","17"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-06","0.00","19","-4","17"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-07","0.00","17","-6","14"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-08","0.00","17","-5","16"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-09","0.00","17","0","14"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-10","0.00","19","1","16"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-11","0.00","30","3","24"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-12","0.00","29","-2","26"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-13","0.00","26","5","21"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-14","0.00","30","2","26"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-15","0.00","35","8","29"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-16","0.00","35","5","32"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-17","0.00","38","9","36"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-18","0.00","37","21","33"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-19","0.00","37","13","34"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-20","0.00","35","9","34"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-21","0.00","37","7","33"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-22","0.00","43","8","41"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-23","0.00","44","8","42"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-24","0.00","44","9","42"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-25","0.00","44","15","41"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-26","0.00","41","22","35"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-27","0.00","41","14","40"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-28","0.00","41","15","35"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-29","0.00","37","30","35"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-04-30","0.00","40","28","38"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-01","0.00","42","18","40"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-02","0.00","44","26","41"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-03","0.00","49","26","47"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-04","0.00","51","26","49"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-05","0.00","50","32","44"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-06","0.00","51","31","44"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-07","0.00","51","37","49"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-08","0.00","54","40","51"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-09","0.00","57","26","56"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-10","0.00","57","32","54"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-11","0.00","55","30","45"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-12","0.00","48","17","43"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-13","0.00","52","12","48"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-14","0.00","48","24","40"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-15","0.00","55","26","52"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-16","0.00","56","27","55"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-17","0.00","60","26","57"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-18","0.00","60","28","57"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-19","0.00","61","35","59"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-20","0.00","60","30","53"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-21","0.04","56","34","50"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-22","0.00","57","30","54"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-23","0.00","60","29","57"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-24","0.06","64","32","58"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-25","0.00","58","34","53"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-26","0.01","59","36","53"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-27","0.03","57","40","47"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-28","0.01","53","36","51"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-29","0.00","56","35","51"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-30","0.00","60","29","57"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-05-31","0.00","65","29","61"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-01","0.00","69","34","68"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-02","0.06","68","42","51"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-03","0.00","64","33","63"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-04","0.00","73","37","69"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-05","0.00","70","40","65"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-06","0.00","67","38","67"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-07","0.00","71","41","67"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-08","0.00","68","45","66"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-09","0.15","68","46","49"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-10","0.13","59","40","55"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-11","0.00","65","34","51"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-12","0.20","52","41","47"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-13","0.00","55","34","49"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-14","0.27","54","34","38"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-15","0.66","55","38","52"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-16","0.09","57","38","55"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-17","0.01","63","37","61"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-18","0.00","70","34","68"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-19","0.00","70","38","68"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-20","0.00","69","39","64"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-21","0.65","68","41","47"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-22","0.28","48","40","43"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-23","0.29","52","39","52"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-24","0.00","66","42","64"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-25","0.00","65","39","62"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-26","0.09","61","34","53"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-27","0.38","59","40","57"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-28","0.01","61","40","57"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-29","0.15","63","35","48"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-06-30","0.23","61","45","60"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-07-01","0.21","61","43","52"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-07-02","0.15","56","38","55"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-07-03","0.00","62","29","56"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-07-04","0.00","65","36","63"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-07-05","0.00","64","46","62"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-07-06","0.00","63","36","49"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-07-07","0.00","64","39","64"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-07-08","0.00","65","39","63"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-07-09","0.08","64","44","64"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-07-10","0.02","64","44","46"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-07-11","0.05","54","36","54"
"USC00505778","MCKINLEY PARK, AK US","63.7175","-148.9692","630.9","1954-07-12","0.00",,"31",
